user_id,registration_date,platform,country,user_type,age,month
1243,2024-02-21 18:00:00,Android,UK,free,22,2
1244,2024-02-21 19:00:00,Android,DE,free,26,2
1245,2024-02-21 20:00:00,Android,BR,free,34,2
1246,2024-02-21 21:00:00,Android,DE,premium,36,2
1247,2024-02-21 22:00:00,iOS,US,free,38,2
1248,2024-02-21 23:00:00,iOS,BR,free,36,2
1249,2024-02-22 00:00:00,Android,DE,free,32,2
1250,2024-02-22 01:00:00,Android,US,premium,25,2
1251,2024-02-22 02:00:00,Android,UK,free,36,2
1252,2024-02-22 03:00:00,iOS,US,free,50,2
1253,2024-02-22 04:00:00,iOS,US,premium,42,2
1254,2024-02-22 05:00:00,iOS,US,premium,37,2
1255,2024-02-22 06:00:00,Android,UK,free,42,2
1256,2024-02-22 07:00:00,iOS,UK,premium,28,2
1257,2024-02-22 08:00:00,iOS,DE,free,26,2
1258,2024-02-22 09:00:00,iOS,DE,free,24,2
1259,2024-02-22 10:00:00,iOS,BR,premium,30,2
1260,2024-02-22 11:00:00,iOS,US,free,27,2
1261,2024-02-22 12:00:00,iOS,US,free,44,2
1262,2024-02-22 13:00:00,Android,BR,free,27,2
1263,2024-02-22 14:00:00,iOS,US,free,23,2
1264,2024-02-22 15:00:00,iOS,IN,free,51,2
1265,2024-02-22 16:00:00,iOS,BR,free,27,2
1266,2024-02-22 17:00:00,iOS,UK,premium,33,2
1267,2024-02-22 18:00:00,iOS,IN,free,36,2
1268,2024-02-22 19:00:00,iOS,US,free,20,2
1269,2024-02-22 20:00:00,Android,US,premium,44,2
1270,2024-02-22 21:00:00,iOS,DE,free,38,2
1271,2024-02-22 22:00:00,Android,US,free,47,2
1272,2024-02-22 23:00:00,Android,IN,free,25,2
1274,2024-02-23 01:00:00,iOS,UK,free,32,2
1275,2024-02-23 02:00:00,iOS,UK,free,34,2
1276,2024-02-23 03:00:00,iOS,DE,free,18,2
1277,2024-02-23 04:00:00,iOS,US,free,33,2
1278,2024-02-23 05:00:00,Android,US,free,18,2
1279,2024-02-23 06:00:00,iOS,BR,premium,35,2
1280,2024-02-23 07:00:00,iOS,US,premium,18,2
1281,2024-02-23 08:00:00,Android,BR,free,18,2
1282,2024-02-23 09:00:00,Android,UK,free,40,2
1283,2024-02-23 10:00:00,iOS,BR,premium,26,2
1284,2024-02-23 11:00:00,iOS,DE,free,22,2
1285,2024-02-23 12:00:00,iOS,US,premium,44,2
1286,2024-02-23 13:00:00,iOS,UK,free,35,2
1287,2024-02-23 14:00:00,iOS,BR,premium,40,2
1288,2024-02-23 15:00:00,iOS,UK,free,30,2
1289,2024-02-23 16:00:00,iOS,IN,free,58,2
1291,2024-02-23 18:00:00,iOS,US,free,49,2
1292,2024-02-23 19:00:00,iOS,US,free,31,2
1293,2024-02-23 20:00:00,iOS,IN,free,18,2
1294,2024-02-23 21:00:00,Android,US,free,36,2
1295,2024-02-23 22:00:00,Android,BR,free,35,2
1296,2024-02-23 23:00:00,iOS,BR,free,21,2
1297,2024-02-24 00:00:00,iOS,US,free,22,2
1298,2024-02-24 01:00:00,iOS,US,free,31,2
1299,2024-02-24 02:00:00,Android,DE,free,35,2
1300,2024-02-24 03:00:00,Android,US,free,18,2
1301,2024-02-24 04:00:00,iOS,BR,free,42,2
1302,2024-02-24 05:00:00,Android,UK,free,27,2
1303,2024-02-24 06:00:00,iOS,UK,free,18,2
1304,2024-02-24 07:00:00,iOS,BR,free,41,2
1305,2024-02-24 08:00:00,Android,US,free,31,2
1306,2024-02-24 09:00:00,Android,UK,free,44,2
1307,2024-02-24 10:00:00,Android,US,premium,36,2
1308,2024-02-24 11:00:00,Android,US,free,31,2
1309,2024-02-24 12:00:00,iOS,UK,free,30,2
1310,2024-02-24 13:00:00,Android,BR,free,36,2
1311,2024-02-24 14:00:00,iOS,US,free,27,2
1312,2024-02-24 15:00:00,Android,UK,free,23,2
1313,2024-02-24 16:00:00,iOS,DE,free,38,2
1314,2024-02-24 17:00:00,Android,US,premium,30,2
1315,2024-02-24 18:00:00,iOS,US,premium,32,2
1316,2024-02-24 19:00:00,Android,IN,premium,42,2
1317,2024-02-24 20:00:00,iOS,DE,free,30,2
1318,2024-02-24 21:00:00,Android,UK,free,32,2
1319,2024-02-24 22:00:00,iOS,DE,free,26,2
1320,2024-02-24 23:00:00,iOS,US,premium,36,2
1321,2024-02-25 00:00:00,iOS,DE,free,35,2
1322,2024-02-25 01:00:00,iOS,UK,free,41,2
1324,2024-02-25 03:00:00,iOS,US,free,27,2
1325,2024-02-25 04:00:00,Android,US,premium,39,2
1326,2024-02-25 05:00:00,iOS,US,free,34,2
1327,2024-02-25 06:00:00,iOS,IN,free,22,2
1328,2024-02-25 07:00:00,Android,UK,free,45,2
1329,2024-02-25 08:00:00,Android,UK,premium,18,2
1330,2024-02-25 09:00:00,iOS,US,free,39,2
1331,2024-02-25 10:00:00,iOS,US,premium,19,2
1332,2024-02-25 11:00:00,Android,DE,free,50,2
1333,2024-02-25 12:00:00,iOS,UK,premium,18,2
1334,2024-02-25 13:00:00,Android,UK,free,43,2
1335,2024-02-25 14:00:00,Android,US,free,31,2
1336,2024-02-25 15:00:00,Android,DE,free,28,2
1337,2024-02-25 16:00:00,iOS,US,free,33,2
1338,2024-02-25 17:00:00,Android,US,free,38,2
1339,2024-02-25 18:00:00,iOS,UK,premium,22,2
1340,2024-02-25 19:00:00,iOS,US,free,23,2
1341,2024-02-25 20:00:00,iOS,US,free,38,2
1342,2024-02-25 21:00:00,iOS,DE,free,18,2
1343,2024-02-25 22:00:00,Android,DE,free,26,2
1344,2024-02-25 23:00:00,Android,BR,premium,62,2
1345,2024-02-26 00:00:00,Android,UK,free,22,2
1346,2024-02-26 01:00:00,iOS,US,premium,43,2
1347,2024-02-26 02:00:00,iOS,US,premium,26,2
1348,2024-02-26 03:00:00,iOS,IN,free,37,2
1349,2024-02-26 04:00:00,Android,UK,free,38,2
1350,2024-02-26 05:00:00,iOS,DE,premium,43,2
1351,2024-02-26 06:00:00,Android,US,free,29,2
1352,2024-02-26 07:00:00,iOS,UK,free,51,2
1353,2024-02-26 08:00:00,iOS,US,free,26,2
1355,2024-02-26 10:00:00,iOS,IN,premium,34,2
1356,2024-02-26 11:00:00,Android,IN,free,20,2
1357,2024-02-26 12:00:00,Android,UK,free,29,2
1358,2024-02-26 13:00:00,iOS,UK,premium,33,2
1359,2024-02-26 14:00:00,iOS,IN,premium,27,2
1360,2024-02-26 15:00:00,iOS,DE,free,56,2
1361,2024-02-26 16:00:00,Android,US,premium,23,2
1362,2024-02-26 17:00:00,iOS,UK,free,43,2
1363,2024-02-26 18:00:00,Android,US,premium,40,2
1364,2024-02-26 19:00:00,Android,UK,free,31,2
1365,2024-02-26 20:00:00,Android,UK,free,23,2
1366,2024-02-26 21:00:00,iOS,UK,free,24,2
1367,2024-02-26 22:00:00,Android,US,free,26,2
1368,2024-02-26 23:00:00,Android,US,premium,18,2
1369,2024-02-27 00:00:00,iOS,UK,free,21,2
1370,2024-02-27 01:00:00,iOS,BR,premium,18,2
1371,2024-02-27 02:00:00,Android,DE,premium,45,2
1372,2024-02-27 03:00:00,iOS,US,free,38,2
1373,2024-02-27 04:00:00,Android,IN,premium,39,2
1374,2024-02-27 05:00:00,iOS,IN,free,37,2
1375,2024-02-27 06:00:00,iOS,US,premium,33,2
1376,2024-02-27 07:00:00,Android,US,free,46,2
1377,2024-02-27 08:00:00,iOS,DE,free,25,2
1378,2024-02-27 09:00:00,iOS,BR,free,33,2
1379,2024-02-27 10:00:00,iOS,IN,free,39,2
1380,2024-02-27 11:00:00,iOS,BR,free,18,2
1381,2024-02-27 12:00:00,iOS,DE,free,62,2
1382,2024-02-27 13:00:00,iOS,UK,premium,32,2
1383,2024-02-27 14:00:00,Android,US,free,33,2
1384,2024-02-27 15:00:00,iOS,US,free,44,2
1385,2024-02-27 16:00:00,Android,UK,free,41,2
1386,2024-02-27 17:00:00,iOS,DE,free,32,2
1387,2024-02-27 18:00:00,Android,UK,free,33,2
1388,2024-02-27 19:00:00,iOS,DE,premium,18,2
1389,2024-02-27 20:00:00,Android,US,premium,26,2
1390,2024-02-27 21:00:00,iOS,UK,free,37,2
1391,2024-02-27 22:00:00,iOS,US,free,36,2
1392,2024-02-27 23:00:00,iOS,UK,free,44,2
1393,2024-02-28 00:00:00,iOS,BR,free,30,2
1394,2024-02-28 01:00:00,iOS,DE,free,18,2
1395,2024-02-28 02:00:00,iOS,IN,premium,42,2
1396,2024-02-28 03:00:00,Android,US,free,46,2
1397,2024-02-28 04:00:00,iOS,UK,premium,40,2
1398,2024-02-28 05:00:00,iOS,US,free,30,2
1400,2024-02-28 07:00:00,Android,BR,free,65,2
1401,2024-02-28 08:00:00,iOS,DE,free,33,2
1402,2024-02-28 09:00:00,iOS,BR,free,18,2
1405,2024-02-28 12:00:00,Android,US,premium,18,2
1406,2024-02-28 13:00:00,iOS,BR,free,33,2
1407,2024-02-28 14:00:00,Android,US,free,35,2
1408,2024-02-28 15:00:00,Android,US,free,47,2
1409,2024-02-28 16:00:00,iOS,UK,free,45,2
1410,2024-02-28 17:00:00,Android,IN,free,40,2
1411,2024-02-28 18:00:00,iOS,US,free,18,2
1412,2024-02-28 19:00:00,iOS,US,free,41,2
1413,2024-02-28 20:00:00,iOS,BR,free,39,2
1414,2024-02-28 21:00:00,iOS,US,free,34,2
1415,2024-02-28 22:00:00,iOS,US,free,18,2
1416,2024-02-28 23:00:00,Android,UK,free,24,2
1417,2024-02-29 00:00:00,iOS,US,premium,20,2
1418,2024-02-29 01:00:00,iOS,IN,free,18,2
1419,2024-02-29 02:00:00,iOS,BR,premium,31,2
1420,2024-02-29 03:00:00,Android,UK,free,24,2
1421,2024-02-29 04:00:00,iOS,IN,free,58,2
1422,2024-02-29 05:00:00,iOS,UK,free,30,2
1423,2024-02-29 06:00:00,iOS,US,premium,44,2
1424,2024-02-29 07:00:00,iOS,US,free,18,2
1425,2024-02-29 08:00:00,Android,UK,premium,26,2
1426,2024-02-29 09:00:00,Android,US,free,32,2
1427,2024-02-29 10:00:00,iOS,IN,free,22,2
1428,2024-02-29 11:00:00,Android,BR,free,27,2
1429,2024-02-29 12:00:00,Android,US,free,29,2
1430,2024-02-29 13:00:00,Android,UK,free,29,2
1431,2024-02-29 14:00:00,iOS,DE,free,50,2
1433,2024-02-29 16:00:00,iOS,BR,premium,36,2
1434,2024-02-29 17:00:00,Android,UK,free,37,2
1435,2024-02-29 18:00:00,iOS,BR,premium,38,2
1436,2024-02-29 19:00:00,iOS,UK,free,31,2
1438,2024-02-29 21:00:00,Android,US,premium,33,2
1439,2024-02-29 22:00:00,iOS,US,premium,43,2
1440,2024-02-29 23:00:00,Android,UK,premium,43,2
1441,2024-03-01 00:00:00,Android,US,free,29,3
1442,2024-03-01 01:00:00,iOS,US,free,39,3
1443,2024-03-01 02:00:00,Android,DE,free,30,3
1444,2024-03-01 03:00:00,iOS,US,free,32,3
1445,2024-03-01 04:00:00,Android,UK,free,27,3
1446,2024-03-01 05:00:00,iOS,UK,premium,30,3
1448,2024-03-01 07:00:00,Android,UK,free,32,3
1449,2024-03-01 08:00:00,Android,US,free,33,3
1450,2024-03-01 09:00:00,Android,UK,premium,18,3
1452,2024-03-01 11:00:00,Android,IN,free,29,3
1453,2024-03-01 12:00:00,Android,UK,free,23,3
1454,2024-03-01 13:00:00,iOS,US,free,32,3
1455,2024-03-01 14:00:00,iOS,IN,premium,27,3
1456,2024-03-01 15:00:00,Android,US,free,32,3
1457,2024-03-01 16:00:00,Android,DE,free,33,3
1458,2024-03-01 17:00:00,Android,UK,free,22,3
1459,2024-03-01 18:00:00,iOS,US,premium,28,3
1460,2024-03-01 19:00:00,Android,US,premium,32,3
1461,2024-03-01 20:00:00,iOS,US,free,43,3
1462,2024-03-01 21:00:00,Android,DE,free,34,3
1463,2024-03-01 22:00:00,iOS,IN,free,25,3
1464,2024-03-01 23:00:00,Android,US,free,35,3
1465,2024-03-02 00:00:00,Android,BR,free,49,3
1466,2024-03-02 01:00:00,iOS,US,free,41,3
1467,2024-03-02 02:00:00,Android,UK,free,37,3
1468,2024-03-02 03:00:00,iOS,US,free,39,3
1469,2024-03-02 04:00:00,Android,IN,free,46,3
1471,2024-03-02 06:00:00,iOS,DE,free,37,3
1472,2024-03-02 07:00:00,Android,BR,free,42,3
1473,2024-03-02 08:00:00,Android,DE,premium,21,3
1474,2024-03-02 09:00:00,iOS,IN,free,18,3
1475,2024-03-02 10:00:00,iOS,DE,free,33,3
1476,2024-03-02 11:00:00,Android,IN,free,32,3
1477,2024-03-02 12:00:00,Android,UK,free,26,3
1479,2024-03-02 14:00:00,Android,UK,free,18,3
1480,2024-03-02 15:00:00,iOS,US,premium,26,3
1481,2024-03-02 16:00:00,Android,UK,free,27,3
1482,2024-03-02 17:00:00,iOS,UK,free,18,3
1483,2024-03-02 18:00:00,iOS,DE,free,46,3
1485,2024-03-02 20:00:00,iOS,US,free,26,3
1486,2024-03-02 21:00:00,iOS,UK,free,41,3
1487,2024-03-02 22:00:00,iOS,IN,free,38,3
1488,2024-03-02 23:00:00,Android,US,free,20,3
1489,2024-03-03 00:00:00,iOS,UK,premium,38,3
1490,2024-03-03 01:00:00,iOS,DE,free,34,3
1491,2024-03-03 02:00:00,iOS,DE,premium,55,3
1492,2024-03-03 03:00:00,iOS,US,free,36,3
1493,2024-03-03 04:00:00,iOS,UK,free,30,3
1494,2024-03-03 05:00:00,iOS,US,premium,23,3
1495,2024-03-03 06:00:00,Android,IN,free,24,3
1496,2024-03-03 07:00:00,Android,US,free,23,3
1497,2024-03-03 08:00:00,Android,US,free,45,3
1498,2024-03-03 09:00:00,iOS,US,free,32,3
1499,2024-03-03 10:00:00,iOS,US,free,37,3
1500,2024-03-03 11:00:00,Android,BR,premium,47,3
1501,2024-03-03 12:00:00,iOS,US,free,18,3
1502,2024-03-03 13:00:00,iOS,US,premium,44,3
1503,2024-03-03 14:00:00,iOS,UK,free,32,3
1504,2024-03-03 15:00:00,iOS,US,free,36,3
1505,2024-03-03 16:00:00,iOS,US,free,23,3
1507,2024-03-03 18:00:00,iOS,BR,premium,36,3
1508,2024-03-03 19:00:00,iOS,IN,free,55,3
1509,2024-03-03 20:00:00,Android,BR,free,42,3
1510,2024-03-03 21:00:00,Android,DE,free,44,3
1511,2024-03-03 22:00:00,Android,US,free,30,3
1512,2024-03-03 23:00:00,Android,BR,free,25,3
1513,2024-03-04 00:00:00,Android,BR,premium,24,3
1514,2024-03-04 01:00:00,iOS,BR,free,27,3
1515,2024-03-04 02:00:00,iOS,UK,free,18,3
1516,2024-03-04 03:00:00,iOS,US,free,24,3
1517,2024-03-04 04:00:00,Android,BR,free,26,3
1518,2024-03-04 05:00:00,Android,DE,free,30,3
1519,2024-03-04 06:00:00,iOS,IN,free,33,3
1520,2024-03-04 07:00:00,Android,US,premium,35,3
1521,2024-03-04 08:00:00,iOS,US,free,31,3
1522,2024-03-04 09:00:00,Android,US,free,26,3
1523,2024-03-04 10:00:00,iOS,BR,free,18,3
1524,2024-03-04 11:00:00,iOS,US,free,26,3
1525,2024-03-04 12:00:00,iOS,US,free,22,3
1528,2024-03-04 15:00:00,iOS,BR,premium,41,3
1529,2024-03-04 16:00:00,Android,US,free,39,3
1531,2024-03-04 18:00:00,iOS,UK,premium,26,3
1532,2024-03-04 19:00:00,Android,IN,free,24,3
1533,2024-03-04 20:00:00,Android,IN,premium,18,3
1534,2024-03-04 21:00:00,iOS,US,free,41,3
1535,2024-03-04 22:00:00,iOS,US,free,30,3
1536,2024-03-04 23:00:00,iOS,US,premium,19,3
1537,2024-03-05 00:00:00,iOS,DE,premium,23,3
1538,2024-03-05 01:00:00,Android,BR,free,23,3
1539,2024-03-05 02:00:00,iOS,UK,free,32,3
1540,2024-03-05 03:00:00,iOS,DE,free,42,3
1541,2024-03-05 04:00:00,Android,US,premium,28,3
1542,2024-03-05 05:00:00,iOS,BR,free,18,3
1543,2024-03-05 06:00:00,iOS,IN,premium,30,3
1544,2024-03-05 07:00:00,iOS,US,free,30,3
1545,2024-03-05 08:00:00,Android,UK,free,29,3
1546,2024-03-05 09:00:00,iOS,US,free,25,3
1547,2024-03-05 10:00:00,Android,UK,free,34,3
1548,2024-03-05 11:00:00,iOS,UK,premium,32,3
1549,2024-03-05 12:00:00,iOS,US,free,31,3
1550,2024-03-05 13:00:00,Android,UK,premium,36,3
1551,2024-03-05 14:00:00,Android,US,free,27,3
1552,2024-03-05 15:00:00,Android,UK,free,27,3
1553,2024-03-05 16:00:00,Android,UK,premium,45,3
1554,2024-03-05 17:00:00,Android,US,free,37,3
1555,2024-03-05 18:00:00,iOS,BR,free,40,3
1556,2024-03-05 19:00:00,iOS,DE,free,44,3
1557,2024-03-05 20:00:00,Android,US,premium,37,3
1558,2024-03-05 21:00:00,iOS,US,premium,41,3
1559,2024-03-05 22:00:00,Android,BR,free,18,3
1560,2024-03-05 23:00:00,Android,IN,premium,34,3
1561,2024-03-06 00:00:00,iOS,US,free,30,3
1562,2024-03-06 01:00:00,iOS,US,free,48,3
1564,2024-03-06 03:00:00,iOS,UK,free,25,3
1565,2024-03-06 04:00:00,Android,US,premium,35,3
1566,2024-03-06 05:00:00,iOS,US,free,33,3
1567,2024-03-06 06:00:00,Android,DE,free,36,3
1568,2024-03-06 07:00:00,iOS,UK,free,21,3
1569,2024-03-06 08:00:00,Android,US,free,35,3
1570,2024-03-06 09:00:00,iOS,UK,premium,29,3
1571,2024-03-06 10:00:00,iOS,UK,free,34,3
1572,2024-03-06 11:00:00,iOS,US,free,24,3
1573,2024-03-06 12:00:00,Android,US,free,26,3
1574,2024-03-06 13:00:00,Android,BR,free,43,3
1575,2024-03-06 14:00:00,iOS,US,premium,21,3
1576,2024-03-06 15:00:00,iOS,DE,free,22,3
1577,2024-03-06 16:00:00,iOS,IN,free,31,3
1578,2024-03-06 17:00:00,Android,US,premium,24,3
1579,2024-03-06 18:00:00,Android,US,free,23,3
1580,2024-03-06 19:00:00,iOS,UK,premium,33,3
1581,2024-03-06 20:00:00,iOS,BR,free,18,3
1582,2024-03-06 21:00:00,iOS,IN,free,21,3
1583,2024-03-06 22:00:00,iOS,DE,premium,52,3
1584,2024-03-06 23:00:00,iOS,US,free,36,3
1585,2024-03-07 00:00:00,Android,DE,free,24,3
1586,2024-03-07 01:00:00,iOS,UK,free,36,3
1587,2024-03-07 02:00:00,Android,UK,free,37,3
1588,2024-03-07 03:00:00,iOS,US,free,41,3
1589,2024-03-07 04:00:00,iOS,US,premium,30,3
1590,2024-03-07 05:00:00,Android,BR,free,41,3
1591,2024-03-07 06:00:00,Android,UK,free,18,3
1592,2024-03-07 07:00:00,Android,US,premium,21,3
1594,2024-03-07 09:00:00,iOS,BR,free,35,3
1595,2024-03-07 10:00:00,Android,DE,premium,22,3
1596,2024-03-07 11:00:00,iOS,US,premium,34,3
1597,2024-03-07 12:00:00,iOS,US,free,25,3
1598,2024-03-07 13:00:00,iOS,US,free,29,3
1599,2024-03-07 14:00:00,iOS,IN,free,42,3
1600,2024-03-07 15:00:00,Android,UK,free,41,3
1601,2024-03-07 16:00:00,iOS,UK,free,22,3
1602,2024-03-07 17:00:00,iOS,UK,premium,21,3
1603,2024-03-07 18:00:00,iOS,US,premium,27,3
1604,2024-03-07 19:00:00,iOS,BR,premium,31,3
1605,2024-03-07 20:00:00,iOS,UK,free,25,3
1606,2024-03-07 21:00:00,iOS,US,premium,42,3
1607,2024-03-07 22:00:00,iOS,US,free,35,3
1608,2024-03-07 23:00:00,Android,UK,free,36,3
1609,2024-03-08 00:00:00,iOS,IN,free,19,3
1610,2024-03-08 01:00:00,iOS,US,free,43,3
1611,2024-03-08 02:00:00,Android,BR,premium,18,3
1612,2024-03-08 03:00:00,Android,BR,free,40,3
1614,2024-03-08 05:00:00,iOS,US,premium,27,3
1615,2024-03-08 06:00:00,iOS,US,free,44,3
1616,2024-03-08 07:00:00,Android,DE,premium,31,3
1618,2024-03-08 09:00:00,Android,US,free,35,3
1619,2024-03-08 10:00:00,iOS,UK,premium,63,3
1620,2024-03-08 11:00:00,Android,DE,free,45,3
1621,2024-03-08 12:00:00,iOS,US,free,39,3
1622,2024-03-08 13:00:00,iOS,UK,free,22,3
1623,2024-03-08 14:00:00,iOS,UK,free,33,3
1624,2024-03-08 15:00:00,Android,UK,free,23,3
1625,2024-03-08 16:00:00,iOS,BR,free,40,3
1626,2024-03-08 17:00:00,Android,US,free,33,3
1627,2024-03-08 18:00:00,iOS,BR,premium,20,3
1628,2024-03-08 19:00:00,iOS,DE,free,32,3
1629,2024-03-08 20:00:00,iOS,UK,free,23,3
1630,2024-03-08 21:00:00,iOS,DE,free,33,3
1631,2024-03-08 22:00:00,Android,UK,premium,23,3
1632,2024-03-08 23:00:00,iOS,US,premium,32,3
1633,2024-03-09 00:00:00,Android,DE,free,39,3
1634,2024-03-09 01:00:00,Android,UK,premium,31,3
1636,2024-03-09 03:00:00,iOS,US,free,34,3
1637,2024-03-09 04:00:00,iOS,IN,free,38,3
1638,2024-03-09 05:00:00,iOS,UK,free,20,3
1640,2024-03-09 07:00:00,Android,UK,free,45,3
1641,2024-03-09 08:00:00,iOS,BR,premium,37,3
1642,2024-03-09 09:00:00,Android,BR,premium,32,3
1643,2024-03-09 10:00:00,iOS,UK,free,38,3
1644,2024-03-09 11:00:00,Android,BR,free,36,3
1645,2024-03-09 12:00:00,iOS,US,free,39,3
1646,2024-03-09 13:00:00,Android,UK,free,18,3
1647,2024-03-09 14:00:00,iOS,BR,free,18,3
1648,2024-03-09 15:00:00,Android,BR,free,42,3
1649,2024-03-09 16:00:00,Android,DE,free,18,3
1650,2024-03-09 17:00:00,Android,BR,premium,36,3
1651,2024-03-09 18:00:00,iOS,US,free,28,3
1652,2024-03-09 19:00:00,iOS,BR,free,22,3
1653,2024-03-09 20:00:00,iOS,US,free,35,3
1654,2024-03-09 21:00:00,iOS,US,free,34,3
1655,2024-03-09 22:00:00,iOS,US,premium,53,3
1656,2024-03-09 23:00:00,Android,UK,free,25,3
1657,2024-03-10 00:00:00,iOS,US,premium,46,3
1658,2024-03-10 01:00:00,iOS,US,premium,35,3
1659,2024-03-10 02:00:00,iOS,US,free,25,3
1660,2024-03-10 03:00:00,iOS,US,free,39,3
1661,2024-03-10 04:00:00,Android,UK,premium,37,3
1662,2024-03-10 05:00:00,iOS,UK,premium,32,3
1664,2024-03-10 07:00:00,iOS,DE,premium,26,3
1665,2024-03-10 08:00:00,Android,BR,premium,23,3
1666,2024-03-10 09:00:00,Android,BR,free,39,3
1667,2024-03-10 10:00:00,iOS,US,free,29,3
1668,2024-03-10 11:00:00,Android,DE,premium,31,3
1669,2024-03-10 12:00:00,iOS,US,free,34,3
1670,2024-03-10 13:00:00,Android,US,free,34,3
1671,2024-03-10 14:00:00,iOS,US,free,18,3
1673,2024-03-10 16:00:00,Android,US,free,33,3
1675,2024-03-10 18:00:00,Android,US,free,36,3
1676,2024-03-10 19:00:00,iOS,BR,free,34,3
1677,2024-03-10 20:00:00,iOS,DE,free,39,3
1678,2024-03-10 21:00:00,iOS,US,free,37,3
1679,2024-03-10 22:00:00,iOS,UK,free,39,3
1680,2024-03-10 23:00:00,Android,UK,free,45,3
1681,2024-03-11 00:00:00,iOS,DE,free,40,3
1682,2024-03-11 01:00:00,Android,US,free,30,3
1683,2024-03-11 02:00:00,Android,BR,free,20,3
1684,2024-03-11 03:00:00,Android,US,free,48,3
1685,2024-03-11 04:00:00,iOS,DE,premium,29,3
1686,2024-03-11 05:00:00,Android,US,free,27,3
1687,2024-03-11 06:00:00,Android,US,free,18,3
1688,2024-03-11 07:00:00,iOS,US,free,35,3
1689,2024-03-11 08:00:00,Android,UK,free,33,3
1690,2024-03-11 09:00:00,Android,US,free,18,3
1691,2024-03-11 10:00:00,iOS,BR,free,36,3
1692,2024-03-11 11:00:00,iOS,US,free,27,3
1693,2024-03-11 12:00:00,iOS,DE,premium,58,3
1694,2024-03-11 13:00:00,iOS,BR,premium,26,3
1696,2024-03-11 15:00:00,iOS,DE,free,23,3
1698,2024-03-11 17:00:00,iOS,US,premium,28,3
1699,2024-03-11 18:00:00,Android,BR,premium,24,3
1700,2024-03-11 19:00:00,iOS,US,free,39,3
1701,2024-03-11 20:00:00,Android,UK,free,18,3
1702,2024-03-11 21:00:00,iOS,DE,free,38,3
1703,2024-03-11 22:00:00,iOS,US,free,49,3
1704,2024-03-11 23:00:00,iOS,US,free,37,3
1705,2024-03-12 00:00:00,iOS,UK,free,38,3
1706,2024-03-12 01:00:00,iOS,BR,free,40,3
1707,2024-03-12 02:00:00,Android,IN,premium,49,3
1708,2024-03-12 03:00:00,iOS,UK,premium,44,3
1710,2024-03-12 05:00:00,Android,IN,free,41,3
1711,2024-03-12 06:00:00,iOS,US,premium,23,3
1712,2024-03-12 07:00:00,iOS,US,free,39,3
1713,2024-03-12 08:00:00,Android,DE,free,21,3
1714,2024-03-12 09:00:00,iOS,BR,free,28,3
1715,2024-03-12 10:00:00,iOS,BR,free,18,3
1716,2024-03-12 11:00:00,Android,UK,free,36,3
1717,2024-03-12 12:00:00,iOS,US,free,25,3
1718,2024-03-12 13:00:00,Android,UK,free,43,3
1719,2024-03-12 14:00:00,Android,US,free,35,3
1720,2024-03-12 15:00:00,iOS,US,free,43,3
1721,2024-03-12 16:00:00,iOS,BR,free,21,3
1722,2024-03-12 17:00:00,iOS,US,premium,42,3
1723,2024-03-12 18:00:00,iOS,BR,free,53,3
1724,2024-03-12 19:00:00,iOS,UK,free,39,3
1725,2024-03-12 20:00:00,Android,UK,free,39,3
1726,2024-03-12 21:00:00,iOS,US,free,33,3
1727,2024-03-12 22:00:00,iOS,US,free,26,3
1728,2024-03-12 23:00:00,Android,US,free,39,3
1729,2024-03-13 00:00:00,Android,IN,free,18,3
1730,2024-03-13 01:00:00,Android,BR,free,27,3
1731,2024-03-13 02:00:00,iOS,UK,free,18,3
1732,2024-03-13 03:00:00,Android,US,free,24,3
1733,2024-03-13 04:00:00,iOS,IN,free,38,3
1734,2024-03-13 05:00:00,iOS,US,free,37,3
1735,2024-03-13 06:00:00,iOS,US,free,32,3
1736,2024-03-13 07:00:00,Android,UK,free,33,3
1738,2024-03-13 09:00:00,iOS,US,free,28,3
1739,2024-03-13 10:00:00,iOS,US,free,25,3
1740,2024-03-13 11:00:00,iOS,IN,free,25,3
1741,2024-03-13 12:00:00,Android,US,free,37,3
1742,2024-03-13 13:00:00,Android,US,free,23,3
1743,2024-03-13 14:00:00,Android,UK,free,25,3
1744,2024-03-13 15:00:00,iOS,BR,premium,18,3
1745,2024-03-13 16:00:00,iOS,UK,premium,29,3
1746,2024-03-13 17:00:00,iOS,IN,free,21,3
1747,2024-03-13 18:00:00,iOS,DE,free,32,3
1748,2024-03-13 19:00:00,iOS,US,free,22,3
1749,2024-03-13 20:00:00,Android,IN,free,33,3
1750,2024-03-13 21:00:00,iOS,UK,free,30,3
1751,2024-03-13 22:00:00,iOS,US,free,48,3
1752,2024-03-13 23:00:00,iOS,UK,premium,36,3
1753,2024-03-14 00:00:00,iOS,US,free,18,3
1754,2024-03-14 01:00:00,iOS,US,free,19,3
1755,2024-03-14 02:00:00,Android,US,free,32,3
1756,2024-03-14 03:00:00,Android,UK,free,22,3
1757,2024-03-14 04:00:00,Android,BR,premium,18,3
1758,2024-03-14 05:00:00,iOS,UK,premium,45,3
1759,2024-03-14 06:00:00,iOS,IN,premium,39,3
1760,2024-03-14 07:00:00,iOS,US,free,37,3
1761,2024-03-14 08:00:00,iOS,US,free,25,3
1763,2024-03-14 10:00:00,iOS,US,free,24,3
1764,2024-03-14 11:00:00,iOS,US,free,34,3
